,Community District,Latitude,Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
227,Financial District,40.70728710906335,-74.0121061626045,Il Gelato @ Eataly,40.709868598242466,-74.0116855984727,Ice Cream Shop
228,Financial District,40.70728710906335,-74.0121061626045,Tacombi Taqueria,40.704604,-74.011706,Mexican Restaurant
229,Financial District,40.70728710906335,-74.0121061626045,Adrienne's Pizza Bar,40.704348091685645,-74.01022261314714,Pizza Place
230,Financial District,40.70728710906335,-74.0121061626045,Underdog,40.704433125840026,-74.01028646894756,Cocktail Bar
231,Financial District,40.70728710906335,-74.0121061626045,Victoria's Secret,40.71067911299145,-74.01170712103871,Lingerie Store
232,Financial District,40.70728710906335,-74.0121061626045,Crown Shy,40.70618693053086,-74.00749011603791,Restaurant
233,Financial District,40.70728710906335,-74.0121061626045,Battery Park Dog Run,40.70735207639932,-74.0161513538686,Dog Run
234,Financial District,40.70728710906335,-74.0121061626045,Residence Inn by Marriott New York Downtown Manhattan/World Trade Center Area,40.7095628,-74.0097181,Hotel
235,Financial District,40.70728710906335,-74.0121061626045,Blue Spoon Coffee Co.,40.708103,-74.007614,Coffee Shop
236,Financial District,40.70728710906335,-74.0121061626045,Blue Bottle Coffee,40.7105890125794,-74.012371301651,Coffee Shop
237,Financial District,40.70728710906335,-74.0121061626045,Leo's Bagels,40.704935,-74.009786,Bagel Shop
238,Financial District,40.70728710906335,-74.0121061626045,Dunkin',40.705180301329555,-74.01211970874573,Donut Shop
239,Financial District,40.70728710906335,-74.0121061626045,Wogies Bar & Grill,40.70758003166145,-74.01333831158423,Bar
240,Financial District,40.70728710906335,-74.0121061626045,Pret A Manger,40.706523789769484,-74.012752783635,Sandwich Place
241,Financial District,40.70728710906335,-74.0121061626045,9/11 Memorial South Pool,40.711039,-74.013082,Memorial Site
242,Financial District,40.70728710906335,-74.0121061626045,Harry's Cafe and Steak,40.704558487365915,-74.00974598616519,Steakhouse
243,Financial District,40.70728710906335,-74.0121061626045,Sticky's Finger Joint,40.70930873620126,-74.00901602883607,Fried Chicken Joint
244,Financial District,40.70728710906335,-74.0121061626045,Starbucks,40.705162,-74.0113,Coffee Shop
245,Financial District,40.70728710906335,-74.0121061626045,CAVA,40.705912,-74.0087867,Mediterranean Restaurant
246,Financial District,40.70728710906335,-74.0121061626045,Dig Inn,40.7043392,-74.0117909,American Restaurant
247,Financial District,40.70728710906335,-74.0121061626045,Bowling Green,40.70455599115943,-74.01353117229301,Park
248,Financial District,40.70728710906335,-74.0121061626045,City Acres Market,40.7062610487484,-74.0077295435263,Food Court
249,Financial District,40.70728710906335,-74.0121061626045,Trinity Place,40.709046,-74.011536,Bar
250,Financial District,40.70728710906335,-74.0121061626045,West Bank Gourmet,40.706633602091976,-74.01552667196661,Gourmet Shop
251,Financial District,40.70728710906335,-74.0121061626045,National September 11 Memorial & Museum (National September 11 Memorial),40.711349,-74.013197,Memorial Site
252,Financial District,40.70728710906335,-74.0121061626045,Courtyard by Marriott New York Downtown Manhattan/World Trade Center Area,40.70938552618926,-74.01265964673257,Hotel
253,Financial District,40.70728710906335,-74.0121061626045,Nish Nush,40.709418,-74.008056,Falafel Restaurant
254,Financial District,40.70728710906335,-74.0121061626045,FDNY Memorial Wall,40.70991400287128,-74.01263952255249,Memorial Site
255,Financial District,40.70728710906335,-74.0121061626045,The Lovelace Cocktail & Gin Bar,40.703585223091785,-74.01059982665107,Cocktail Bar
256,Financial District,40.70728710906335,-74.0121061626045,Anthropologie,40.710618156588524,-74.00966144835125,Women's Store
257,Financial District,40.70728710906335,-74.0121061626045,Shake Shack,40.71070286896417,-74.00902390480042,Burger Joint
258,Financial District,40.70728710906335,-74.0121061626045,Kome Waza,40.703309269312626,-74.0102995612877,Japanese Restaurant
259,Financial District,40.70728710906335,-74.0121061626045,Sixt Rent A Car,40.70652,-74.0155456,Rental Car Location
260,Financial District,40.70728710906335,-74.0121061626045,Apple World Trade Center,40.7115662,-74.011426,Electronics Store
261,Financial District,40.70728710906335,-74.0121061626045,Fraunces Tavern,40.70352594119276,-74.01139528322373,Bar
262,Financial District,40.70728710906335,-74.0121061626045,The Dead Rabbit,40.7030514243039,-74.01099234823606,Cocktail Bar
263,Financial District,40.70728710906335,-74.0121061626045,Giardino D'oro,40.70754838388947,-74.00724936519595,Italian Restaurant
264,Financial District,40.70728710906335,-74.0121061626045,Zuccotti Park,40.70925931824435,-74.01124477386473,Park
265,Financial District,40.70728710906335,-74.0121061626045,New York Marriott Downtown,40.7095039,-74.0146715,Hotel
266,Financial District,40.70728710906335,-74.0121061626045,Dig Inn,40.7062847,-74.00701149999999,American Restaurant
267,Financial District,40.70728710906335,-74.0121061626045,The Cauldron,40.704353663600784,-74.01035578402384,Bar
268,Financial District,40.70728710906335,-74.0121061626045,Inatteso Pizzabar Casano,40.705885649752844,-74.01666051631875,Pizza Place
269,Financial District,40.70728710906335,-74.0121061626045,Voyager Espresso,40.70878747496401,-74.007063456023,Coffee Shop
270,Financial District,40.70728710906335,-74.0121061626045,Inatteso Cafe Casano,40.70633502780245,-74.01645725675446,Café
271,Financial District,40.70728710906335,-74.0121061626045,JOE & THE JUICE,40.70556958853848,-74.00816003352689,Juice Bar
272,Financial District,40.70728710906335,-74.0121061626045,West Thames Park,40.70831129860975,-74.01576778866355,Park
273,Financial District,40.70728710906335,-74.0121061626045,SoulCycle FiDi,40.70690416548221,-74.0067171192261,Cycle Studio
274,Financial District,40.70728710906335,-74.0121061626045,West Street Wine & Spirits,40.70838013028831,-74.0150575145218,Wine Shop
275,Financial District,40.70728710906335,-74.0121061626045,Nobu Downtown,40.71053208431402,-74.00959253311157,Japanese Restaurant
276,Financial District,40.70728710906335,-74.0121061626045,Blue Ribbon Federal Grill,40.70787645736464,-74.00823929425412,American Restaurant
277,Financial District,40.70728710906335,-74.0121061626045,The Assemblage John Street,40.71010385849184,-74.00857432527255,Coworking Space
278,Financial District,40.70728710906335,-74.0121061626045,Westfield World Trade Center,40.71160151431165,-74.01136815547943,Shopping Mall
279,Financial District,40.70728710906335,-74.0121061626045,The Malt House FiDi,40.7094042310673,-74.00984190111932,Bar
280,Financial District,40.70728710906335,-74.0121061626045,Andaz Wall Street - a concept by Hyatt,40.70509963058996,-74.00786819507917,Hotel
281,Financial District,40.70728710906335,-74.0121061626045,Chick-fil-A,40.7104194,-74.0085499,Fast Food Restaurant
282,Financial District,40.70728710906335,-74.0121061626045,Cedar Local,40.70735064242544,-74.00846856997823,Cocktail Bar
283,Financial District,40.70728710906335,-74.0121061626045,Roti Modern Mediterranean,40.70655149,-74.00716285,Mediterranean Restaurant
284,Financial District,40.70728710906335,-74.0121061626045,Maestro Pasta,40.709337,-74.007769,Italian Restaurant
285,Financial District,40.70728710906335,-74.0121061626045,La Pizza & La Pasta,40.710566583744715,-74.01249396848024,Pizza Place
286,Financial District,40.70728710906335,-74.0121061626045,Harry's Italian Pizza Bar,40.7076335455641,-74.00699585960496,Italian Restaurant
287,Financial District,40.70728710906335,-74.0121061626045,Gong Cha,40.710704238614916,-74.00925677391936,Bubble Tea Shop
288,Financial District,40.70728710906335,-74.0121061626045,Mad Dog & Beans Mexican Cantina,40.7042195983736,-74.01017218638565,Mexican Restaurant
289,Greenwich Village and Soho,40.7298376592178,-74.00156324718948,Murray's Cheese,40.73100494148146,-74.00291557226433,Cheese Shop
290,Greenwich Village and Soho,40.7298376592178,-74.00156324718948,Faicco's Italian Specialties,40.73111661087598,-74.0030425786972,Sandwich Place
291,Greenwich Village and Soho,40.7298376592178,-74.00156324718948,sweetgreen,40.72999212563189,-74.00243385198331,Salad Place
292,Greenwich Village and Soho,40.7298376592178,-74.00156324718948,Comedy Cellar,40.73012988282376,-74.00040218545217,Comedy Club
293,Greenwich Village and Soho,40.7298376592178,-74.00156324718948,Dante NYC,40.728847021360245,-74.00162166908986,Italian Restaurant
294,Greenwich Village and Soho,40.7298376592178,-74.00156324718948,Mermaid Oyster Bar,40.72875734083963,-74.00166557237621,Seafood Restaurant
295,Greenwich Village and Soho,40.7298376592178,-74.00156324718948,Sacred Sounds Yoga,40.72863771916715,-74.00011526297406,Yoga Studio
296,Greenwich Village and Soho,40.7298376592178,-74.00156324718948,Raffetto's,40.728009684676294,-74.0019492857028,Gourmet Shop
297,Greenwich Village and Soho,40.7298376592178,-74.00156324718948,Comedy Cellar at The Village Underground,40.730792222213175,-74.00084635246698,Comedy Club
298,Greenwich Village and Soho,40.7298376592178,-74.00156324718948,Emily West Village,40.729337024893994,-74.00372444988442,Pizza Place
299,Greenwich Village and Soho,40.7298376592178,-74.00156324718948,IFC Center,40.73116744453376,-74.00133865664215,Indie Movie Theater
300,Greenwich Village and Soho,40.7298376592178,-74.00156324718948,Cotenna,40.729014,-74.003539,Italian Restaurant
301,Greenwich Village and Soho,40.7298376592178,-74.00156324718948,Carmine Street Beers,40.72994467428766,-74.00372766325108,Beer Store
302,Greenwich Village and Soho,40.7298376592178,-74.00156324718948,The Up & Up,40.729766367308265,-74.00057140516677,Cocktail Bar
303,Greenwich Village and Soho,40.7298376592178,-74.00156324718948,Murray's Cheese Bar,40.7312530262576,-74.0030256332198,Cheese Shop
304,Greenwich Village and Soho,40.7298376592178,-74.00156324718948,Joe's Pizza,40.73046111519949,-74.00197226155092,Pizza Place
305,Greenwich Village and Soho,40.7298376592178,-74.00156324718948,Wolfnights,40.7304771146927,-74.0026035764751,Sandwich Place
306,Greenwich Village and Soho,40.7298376592178,-74.00156324718948,Nami Nori,40.730194,-74.003229,Japanese Restaurant
307,Greenwich Village and Soho,40.7298376592178,-74.00156324718948,Porto Rico Importing Co.,40.729483331276,-74.00172204973289,Coffee Shop
308,Greenwich Village and Soho,40.7298376592178,-74.00156324718948,DomoDomo,40.72800724280729,-74.00168319799626,Sushi Restaurant
309,Greenwich Village and Soho,40.7298376592178,-74.00156324718948,Molly's Cupcakes,40.7301486447128,-74.00226234539089,Cupcake Shop
310,Greenwich Village and Soho,40.7298376592178,-74.00156324718948,The Drunken Munkey,40.73136,-74.00253,Indian Restaurant
311,Greenwich Village and Soho,40.7298376592178,-74.00156324718948,Manousheh,40.72937268195377,-74.00135010480881,Lebanese Restaurant
312,Greenwich Village and Soho,40.7298376592178,-74.00156324718948,Popbar,40.73054280131296,-74.0019991993904,Ice Cream Shop
313,Greenwich Village and Soho,40.7298376592178,-74.00156324718948,Saigon Shack,40.7297605480043,-74.00068533422322,Vietnamese Restaurant
314,Greenwich Village and Soho,40.7298376592178,-74.00156324718948,Chow House,40.72906152574308,-74.00084246972851,Chinese Restaurant
315,Greenwich Village and Soho,40.7298376592178,-74.00156324718948,Mamoun's Falafel,40.73019855825677,-74.00031685521321,Falafel Restaurant
316,Greenwich Village and Soho,40.7298376592178,-74.00156324718948,Minetta Tavern,40.73004893228044,-74.00064667028238,American Restaurant
317,Greenwich Village and Soho,40.7298376592178,-74.00156324718948,Banter,40.7279592919172,-74.00120508994551,Café
318,Greenwich Village and Soho,40.7298376592178,-74.00156324718948,Koi Thé,40.729275,-74.00117,Bubble Tea Shop
319,Greenwich Village and Soho,40.7298376592178,-74.00156324718948,Creperie NYC,40.72974050102749,-74.00070686260781,Creperie
320,Greenwich Village and Soho,40.7298376592178,-74.00156324718948,Minetta Lane Theatre,40.730492399864666,-74.00132454146991,Theater
321,Greenwich Village and Soho,40.7298376592178,-74.00156324718948,Miss Lily's & Melvin's Juice Box,40.727916,-74.001423,Caribbean Restaurant
322,Greenwich Village and Soho,40.7298376592178,-74.00156324718948,The Kati Roll Company,40.7295697222648,-74.00086061309852,Indian Restaurant
323,Greenwich Village and Soho,40.7298376592178,-74.00156324718948,THELEwala,40.72972369809264,-74.00073006181881,Indian Restaurant
324,Greenwich Village and Soho,40.7298376592178,-74.00156324718948,Baker & Co.,40.731256743957516,-74.00300704637834,Italian Restaurant
325,Greenwich Village and Soho,40.7298376592178,-74.00156324718948,Tacombi,40.731096285627316,-74.00278508663176,Mexican Restaurant
326,Greenwich Village and Soho,40.7298376592178,-74.00156324718948,Jack's Wife Freda,40.72999878073249,-74.00358362951366,Mediterranean Restaurant
327,Greenwich Village and Soho,40.7298376592178,-74.00156324718948,Numero 28,40.730251936189816,-74.00276479826218,Pizza Place
328,Greenwich Village and Soho,40.7298376592178,-74.00156324718948,Song' e Napule Pizzeria,40.728044,-74.001814,Italian Restaurant
329,Greenwich Village and Soho,40.7298376592178,-74.00156324718948,Market Table,40.7298865151188,-74.00387118434219,American Restaurant
330,Greenwich Village and Soho,40.7298376592178,-74.00156324718948,Carbone,40.72790327156426,-74.00013635911864,Italian Restaurant
331,Greenwich Village and Soho,40.7298376592178,-74.00156324718948,Kesté Pizza & Vino,40.731542,-74.002953,Pizza Place
332,Greenwich Village and Soho,40.7298376592178,-74.00156324718948,Urban Vegan Kitchen,40.730018792418896,-74.00354871522137,Vegetarian / Vegan Restaurant
333,Greenwich Village and Soho,40.7298376592178,-74.00156324718948,Xi’an Famous Foods,40.730940088425115,-74.00164344986142,Chinese Restaurant
334,Greenwich Village and Soho,40.7298376592178,-74.00156324718948,The Uncommons,40.72952984904858,-73.9987465894196,Gaming Cafe
335,Greenwich Village and Soho,40.7298376592178,-74.00156324718948,124 Old Rabbit Club,40.73009099309546,-74.00048697460056,Bar
336,Greenwich Village and Soho,40.7298376592178,-74.00156324718948,The Doughnut Project,40.731380160574794,-74.0036238650244,Donut Shop
337,Greenwich Village and Soho,40.7298376592178,-74.00156324718948,Jajaja Plantas Mexicana,40.729885,-74.004617,Vegetarian / Vegan Restaurant
338,Greenwich Village and Soho,40.7298376592178,-74.00156324718948,New York Pilates - West Village,40.72772466755815,-74.00118149917556,Pilates Studio
339,Greenwich Village and Soho,40.7298376592178,-74.00156324718948,Top Thai,40.72989455782821,-73.99951807852831,Thai Restaurant
340,Greenwich Village and Soho,40.7298376592178,-74.00156324718948,SHAIR,40.728530208051154,-74.00308936169337,Health & Beauty Service
341,Greenwich Village and Soho,40.7298376592178,-74.00156324718948,Dos Toros Taqueria,40.73034742131809,-74.00219593394873,Burrito Place
342,Greenwich Village and Soho,40.7298376592178,-74.00156324718948,Le Poisson Rouge,40.72849014927854,-73.99995206555748,Rock Club
343,Greenwich Village and Soho,40.7298376592178,-74.00156324718948,John's of Bleecker Street,40.73173166751651,-74.0032673491852,Pizza Place
344,Greenwich Village and Soho,40.7298376592178,-74.00156324718948,Red Bamboo,40.731319,-74.000359,Vegetarian / Vegan Restaurant
345,Greenwich Village and Soho,40.7298376592178,-74.00156324718948,Charlie Bird,40.727802,-74.00285,Italian Restaurant
346,Greenwich Village and Soho,40.7298376592178,-74.00156324718948,12 Chairs,40.72768041318,-74.00261614432705,Middle Eastern Restaurant
347,Greenwich Village and Soho,40.7298376592178,-74.00156324718948,Codino,40.72980975356578,-74.00409709580583,Italian Restaurant
348,Greenwich Village and Soho,40.7298376592178,-74.00156324718948,Summers Juice & Coffee,40.72763983514445,-74.00031578572107,Café
349,Greenwich Village and Soho,40.7298376592178,-74.00156324718948,Washington Square Dog Run,40.730767475825814,-73.99848965355272,Dog Run
350,Greenwich Village and Soho,40.7298376592178,-74.00156324718948,Chess Forum,40.729105540131116,-73.99908270888547,Hobby Shop
351,Greenwich Village and Soho,40.7298376592178,-74.00156324718948,Cuba,40.72926252189727,-73.99889825695053,Cuban Restaurant
352,Greenwich Village and Soho,40.7298376592178,-74.00156324718948,Tomoe Sushi,40.727743080016886,-74.0002670334584,Sushi Restaurant
353,Greenwich Village and Soho,40.7298376592178,-74.00156324718948,Llama-San,40.732264,-74.000795,Peruvian Restaurant
354,Greenwich Village and Soho,40.7298376592178,-74.00156324718948,Court Street Grocers,40.728806,-73.998471,Sandwich Place
355,Greenwich Village and Soho,40.7298376592178,-74.00156324718948,Raku,40.727404193363725,-74.0026963722485,Udon Restaurant
356,Greenwich Village and Soho,40.7298376592178,-74.00156324718948,Brigadeiro Bakery,40.727525344443656,-74.00144894439605,Dessert Shop
357,Greenwich Village and Soho,40.7298376592178,-74.00156324718948,Zinc Bar,40.72988268209943,-73.99886448477301,Bar
358,Greenwich Village and Soho,40.7298376592178,-74.00156324718948,Cones,40.73167814446031,-74.00325510757546,Ice Cream Shop
359,Greenwich Village and Soho,40.7298376592178,-74.00156324718948,Film Forum,40.72846170508749,-74.00442258422171,Indie Movie Theater
360,Greenwich Village and Soho,40.7298376592178,-74.00156324718948,Little Branch,40.730101591950934,-74.0049140818198,Speakeasy
361,Greenwich Village and Soho,40.7298376592178,-74.00156324718948,Blue Hill,40.73207254061924,-73.99965297668649,American Restaurant
362,Greenwich Village and Soho,40.7298376592178,-74.00156324718948,The Blind Tiger,40.73182351997359,-74.003316833029,Beer Bar
363,Greenwich Village and Soho,40.7298376592178,-74.00156324718948,Judson Memorial Church,40.73026666791645,-73.99827235244254,Performing Arts Venue
364,Greenwich Village and Soho,40.7298376592178,-74.00156324718948,JINsoon Hand & Foot Spa West Village,40.73198390193488,-74.00277325108217,Nail Salon
365,Greenwich Village and Soho,40.7298376592178,-74.00156324718948,Local,40.727089082727915,-74.00191220344334,Beer Bar
366,Greenwich Village and Soho,40.7298376592178,-74.00156324718948,Niche Niche,40.7276881399793,-74.00260228686538,Theme Restaurant
367,Greenwich Village and Soho,40.7298376592178,-74.00156324718948,Emmett's,40.727498317692195,-74.00272417026547,Pizza Place
368,Greenwich Village and Soho,40.7298376592178,-74.00156324718948,Pepe Rosso To Go,40.727226,-74.001595,Italian Restaurant
369,Greenwich Village and Soho,40.7298376592178,-74.00156324718948,Sushi Nakazawa,40.731718822422486,-74.00439963665025,Sushi Restaurant
370,Greenwich Village and Soho,40.7298376592178,-74.00156324718948,Shuka,40.72708326886079,-74.00291360475781,Mediterranean Restaurant
371,Greenwich Village and Soho,40.7298376592178,-74.00156324718948,west~bourne,40.72693188943623,-74.0020217484272,Café
372,Greenwich Village and Soho,40.7298376592178,-74.00156324718948,Washington Square Park,40.73081579656163,-73.9974582195282,Park
373,Greenwich Village and Soho,40.7298376592178,-74.00156324718948,Llamita,40.729515058035325,-74.00507298496491,Peruvian Restaurant
374,Greenwich Village and Soho,40.7298376592178,-74.00156324718948,L’Accolade,40.732486,-74.00381,Bistro
375,Greenwich Village and Soho,40.7298376592178,-74.00156324718948,Casa,40.731505,-74.004863,Brazilian Restaurant
376,Greenwich Village and Soho,40.7298376592178,-74.00156324718948,Taco Mahal,40.73240508476288,-74.00350113625272,Indian Restaurant
377,Greenwich Village and Soho,40.7298376592178,-74.00156324718948,Bleecker Street Pizza,40.73226793926731,-74.00358913751454,Pizza Place
378,Greenwich Village and Soho,40.7298376592178,-74.00156324718948,Cherry Lane Theatre,40.73139456167566,-74.00544750168737,Theater
379,Greenwich Village and Soho,40.7298376592178,-74.00156324718948,The Spaniard,40.7327497,-74.0021829,Pub
380,Greenwich Village and Soho,40.7298376592178,-74.00156324718948,Morgenstern’s Finest Ice Cream,40.7270567382626,-73.99986366383841,Ice Cream Shop
381,Greenwich Village and Soho,40.7298376592178,-74.00156324718948,King,40.72772401456797,-74.00327087456037,Mediterranean Restaurant
382,Greenwich Village and Soho,40.7298376592178,-74.00156324718948,Buvette,40.732782202032624,-74.00427521034509,French Restaurant
383,Greenwich Village and Soho,40.7298376592178,-74.00156324718948,Bar Pisellino,40.73312728347721,-74.0031793144429,Cocktail Bar
384,Greenwich Village and Soho,40.7298376592178,-74.00156324718948,Bosie,40.727617,-73.999291,Tea Room
385,Greenwich Village and Soho,40.7298376592178,-74.00156324718948,Raoul's Restaurant,40.726224144417756,-74.00209307670593,French Restaurant
386,Greenwich Village and Soho,40.7298376592178,-74.00156324718948,Panca,40.732786160630454,-74.00325949332264,Latin American Restaurant
387,Greenwich Village and Soho,40.7298376592178,-74.00156324718948,Chumley's,40.7320556915209,-74.00519210435046,Speakeasy
388,Greenwich Village and Soho,40.7298376592178,-74.00156324718948,Blue Ribbon Sushi,40.72616667889016,-74.0026071220218,Sushi Restaurant
389,Lower East Side and Chinatown,40.71959179141194,-73.98555057311661,Blue Bottle Coffee,40.719140060169174,-73.98522372843125,Coffee Shop
390,Lower East Side and Chinatown,40.71959179141194,-73.98555057311661,Kings County Imperial,40.71781670552335,-73.98556881621373,Chinese Restaurant
391,Lower East Side and Chinatown,40.71959179141194,-73.98555057311661,Balvanera,40.720547,-73.985399,Argentinian Restaurant
392,Lower East Side and Chinatown,40.71959179141194,-73.98555057311661,Ginger & Lemongrass,40.7192892263212,-73.98563016493539,Vietnamese Restaurant
393,Lower East Side and Chinatown,40.71959179141194,-73.98555057311661,Pig and Khao,40.719274699451205,-73.98489076915772,Filipino Restaurant
394,Lower East Side and Chinatown,40.71959179141194,-73.98555057311661,Boba Guys,40.72059237876987,-73.9843299885773,Bubble Tea Shop
395,Lower East Side and Chinatown,40.71959179141194,-73.98555057311661,Sugar Sweet Sunshine,40.71971017154597,-73.98709621992379,Cupcake Shop
396,Lower East Side and Chinatown,40.71959179141194,-73.98555057311661,Speedy Romeo LES,40.7194551163675,-73.98491520066031,Italian Restaurant
397,Lower East Side and Chinatown,40.71959179141194,-73.98555057311661,Pause Cafe,40.72126434115774,-73.98397998480097,Juice Bar
398,Lower East Side and Chinatown,40.71959179141194,-73.98555057311661,Souvlaki GR,40.721114,-73.987174,Greek Restaurant
399,Lower East Side and Chinatown,40.71959179141194,-73.98555057311661,Ludlow House,40.72043887554965,-73.98816788618679,Club House
400,Lower East Side and Chinatown,40.71959179141194,-73.98555057311661,Ramen Ishida,40.719635,-73.988366,Asian Restaurant
401,Lower East Side and Chinatown,40.71959179141194,-73.98555057311661,Essex Taqueria,40.719612,-73.987867,Mexican Restaurant
402,Lower East Side and Chinatown,40.71959179141194,-73.98555057311661,Tiny's Giant Sandwich Shop,40.719620133151125,-73.98688459412789,Sandwich Place
403,Lower East Side and Chinatown,40.71959179141194,-73.98555057311661,Economy Candy,40.720039,-73.987907,Candy Store
404,Lower East Side and Chinatown,40.71959179141194,-73.98555057311661,Patacon Pisao,40.7203616544257,-73.98747771978378,Venezuelan Restaurant
405,Lower East Side and Chinatown,40.71959179141194,-73.98555057311661,ØDD. New York,40.721332041050864,-73.98748734949437,Boutique
406,Lower East Side and Chinatown,40.71959179141194,-73.98555057311661,Regal Essex 14 & RPX,40.71813306291876,-73.98789549033421,Movie Theater
407,Lower East Side and Chinatown,40.71959179141194,-73.98555057311661,The Grand Delancey,40.718083,-73.987653,Beer Bar
408,Lower East Side and Chinatown,40.71959179141194,-73.98555057311661,Only NY Store,40.720128833241105,-73.98412675446437,Clothing Store
409,Lower East Side and Chinatown,40.71959179141194,-73.98555057311661,Black Crescent,40.719093475013864,-73.98503746549146,Cocktail Bar
410,Lower East Side and Chinatown,40.71959179141194,-73.98555057311661,El Castillo de Jagua,40.719826268777425,-73.98772161919368,Latin American Restaurant
411,Lower East Side and Chinatown,40.71959179141194,-73.98555057311661,Champion Pizza,40.71972174977156,-73.9876554298354,Pizza Place
412,Lower East Side and Chinatown,40.71959179141194,-73.98555057311661,Gaia Italian Cafe,40.721959683805444,-73.98540048918949,Italian Restaurant
413,Lower East Side and Chinatown,40.71959179141194,-73.98555057311661,Champion Pizza - Ludlow,40.71919049649514,-73.98884975757942,Pizza Place
414,Lower East Side and Chinatown,40.71959179141194,-73.98555057311661,September Wines & Spirits,40.721302057325865,-73.98782863767224,Wine Shop
415,Lower East Side and Chinatown,40.71959179141194,-73.98555057311661,Clinton St. Baking Co. & Restaurant,40.721385402295766,-73.98394925545875,Bakery
416,Lower East Side and Chinatown,40.71959179141194,-73.98555057311661,Wolfnights,40.7200881893585,-73.9883923207096,Sandwich Place
417,Lower East Side and Chinatown,40.71959179141194,-73.98555057311661,Ludlow Coffee Supply,40.721711037947095,-73.98752102186039,Coffee Shop
418,Lower East Side and Chinatown,40.71959179141194,-73.98555057311661,Sweet Chick,40.72176401281848,-73.98748035440444,Southern / Soul Food Restaurant
419,Lower East Side and Chinatown,40.71959179141194,-73.98555057311661,Essex Market,40.71802545259831,-73.98824699849924,Food Court
420,Lower East Side and Chinatown,40.71959179141194,-73.98555057311661,The Market Line,40.718075734045875,-73.98786067065583,Food Court
421,Lower East Side and Chinatown,40.71959179141194,-73.98555057311661,Il Laboratorio del Gelato,40.722222,-73.987038,Ice Cream Shop
422,Lower East Side and Chinatown,40.71959179141194,-73.98555057311661,Spoke Art NYC,40.71839474548904,-73.98284352723249,Art Gallery
423,Lower East Side and Chinatown,40.71959179141194,-73.98555057311661,Union Market,40.72235957778278,-73.986293449898,Grocery Store
424,Lower East Side and Chinatown,40.71959179141194,-73.98555057311661,Sauce Pizzeria,40.720368,-73.98883,Pizza Place
425,Lower East Side and Chinatown,40.71959179141194,-73.98555057311661,Good Thanks,40.71965031043434,-73.9894538285545,Café
426,Lower East Side and Chinatown,40.71959179141194,-73.98555057311661,Katz's Delicatessen,40.722312,-73.987362,Sandwich Place
427,Lower East Side and Chinatown,40.71959179141194,-73.98555057311661,Russ & Daughters Café,40.719515,-73.989724,Café
428,Lower East Side and Chinatown,40.71959179141194,-73.98555057311661,Il Posto Accanto,40.72230066259489,-73.98418849489386,Italian Restaurant
429,Lower East Side and Chinatown,40.71959179141194,-73.98555057311661,Contra,40.71988948807464,-73.98925020539727,New American Restaurant
430,Lower East Side and Chinatown,40.71959179141194,-73.98555057311661,Wafels & Dinges Cafe,40.721884243941346,-73.98338466882706,Dessert Shop
431,Lower East Side and Chinatown,40.71959179141194,-73.98555057311661,Discovery Wines,40.722046264405364,-73.98353023779343,Wine Shop
432,Lower East Side and Chinatown,40.71959179141194,-73.98555057311661,Le French Diner,40.722113618193,-73.98813029025752,French Restaurant
433,Lower East Side and Chinatown,40.71959179141194,-73.98555057311661,Wildair,40.72000061250043,-73.98923714960337,French Restaurant
434,Lower East Side and Chinatown,40.71959179141194,-73.98555057311661,The Slipper Room,40.7214245016905,-73.98859747928465,Music Venue
435,Lower East Side and Chinatown,40.71959179141194,-73.98555057311661,Equinox Orchard Street,40.72237017311023,-73.98793738659782,Gym
436,Lower East Side and Chinatown,40.71959179141194,-73.98555057311661,Tenement Museum,40.718956076914964,-73.98988325614155,History Museum
437,Lower East Side and Chinatown,40.71959179141194,-73.98555057311661,Mr. Purple,40.72173744277209,-73.98800687282996,Hotel Bar
438,Lower East Side and Chinatown,40.71959179141194,-73.98555057311661,Joey Bats Cafe,40.71996882192281,-73.99002536853604,Bakery
439,Lower East Side and Chinatown,40.71959179141194,-73.98555057311661,Tacos Cholula,40.72300435699362,-73.98580579523315,Taco Place
440,Lower East Side and Chinatown,40.71959179141194,-73.98555057311661,Sonnyboy,40.72057758609427,-73.99005876573494,Australian Restaurant
441,Lower East Side and Chinatown,40.71959179141194,-73.98555057311661,Bon Bon,40.719848411169856,-73.98998773291106,Candy Store
442,Lower East Side and Chinatown,40.71959179141194,-73.98555057311661,Secchu Yokota,40.72275603860404,-73.98314391880389,Japanese Restaurant
443,Lower East Side and Chinatown,40.71959179141194,-73.98555057311661,29B Tea House,40.722526860284226,-73.9831005244636,Tea Room
444,Lower East Side and Chinatown,40.71959179141194,-73.98555057311661,Rockwood Music Hall,40.722196338549765,-73.98884099196496,Rock Club
445,Lower East Side and Chinatown,40.71959179141194,-73.98555057311661,Russ & Daughters,40.722753419544574,-73.98822372207833,Gourmet Shop
446,Lower East Side and Chinatown,40.71959179141194,-73.98555057311661,Supper,40.72291486887997,-73.9853185415268,Italian Restaurant
447,Lower East Side and Chinatown,40.71959179141194,-73.98555057311661,The Ten Bells,40.71799099246782,-73.98978213419392,Wine Bar
448,Lower East Side and Chinatown,40.71959179141194,-73.98555057311661,Root & Bone,40.72275876392223,-73.98316917592045,Southern / Soul Food Restaurant
